Gender,State,State_Rate,Height,Weight,BMI,Age,Rate
Male,AZ,0.11417982272520599,174,72.3,23.880301228696,74,0.26275
Male,CA,0.14425061809442902,178,98.7,31.151369776543397,20,0.01075
Male,NC,0.17974890035698604,177,68.9,21.9924032046985,68,0.2105
Male,NJ,0.132262016886695,175,75.3,24.587755102040802,69,0.1485
Male,TX,0.10067129886231199,184,108.3,31.9884215500945,50,0.0521510958175803
Male,MA,0.10043367599691301,170,93.0,32.1799307958478,54,0.046310553633217996
Male,CA,0.14425061809442902,187,112.4,32.1427550115817,53,0.0567849023420744
Male,NV,0.223737886454613,183,102.3,30.5473439039685,81,0.6915
Male,SC,0.18735875854301198,174,115.3,38.08297000924821,42,0.053967251288149005
Male,TN,0.11997276077779499,170,65.1,22.525951557093396,45,0.0415
Male,DC,0.001,183,78.9,23.559974917136998,29,0.001
Male,PA,0.12856015999466,179,104.5,32.6144627196405,63,0.137345871305515
Male,MI,0.11610066079397198,181,89.6,27.349592503281304,71,0.33475
Male,NC,0.17974890035698604,170,80.4,27.820069204152304,45,0.043
Male,MA,0.10043367599691301,179,77.0,24.0317093723667,59,0.062
Male,GA,0.137354303950987,168,99.3,35.1828231292517,56,0.124866868622449
Male,CA,0.14425061809442902,180,108.4,33.456790123456805,38,0.0199791666666667
Male,MI,0.11610066079397198,179,82.2,25.6546300053057,40,0.02975
Male,OK,0.17601909985402397,183,65.3,19.4989399504315,80,0.815
Male,FL,0.11034460159958599,169,97.0,33.9623962746402,23,0.0151240437134554
Male,FL,0.11034460159958599,176,91.9,29.668130165289302,43,0.023
Male,KS,0.17190842156551997,186,79.2,22.8928199791883,32,0.0155
Male,TX,0.10067129886231199,188,69.7,19.720461747397,20,0.00975
Male,OH,0.127584238747809,168,64.1,22.711167800453502,38,0.0155
Male,GA,0.137354303950987,179,80.1,24.9992197496957,42,0.02125
Male,NE,0.220026074907659,164,81.3,30.2275431290898,69,0.22399999999999998
Male,OH,0.127584238747809,173,91.1,30.438704935012897,65,0.1725
Male,OR,0.189499316321254,172,65.0,21.9713358572201,62,0.129
Male,CA,0.14425061809442902,180,77.7,23.9814814814815,62,0.11625
Male,NJ,0.132262016886695,173,56.8,18.9782485215009,22,0.0126666666666667
Male,WA,0.16292469777544902,178,93.1,29.3839161722005,82,0.7325
Male,MO,0.11438625835344801,174,101.1,33.392786365438,82,0.8179819411414979
Male,OH,0.127584238747809,184,92.3,27.262523629489603,39,0.0155
Male,MT,0.254407829220599,189,100.9,28.246689622351,31,0.0315
Male,CA,0.14425061809442902,176,111.7,36.0601756198347,35,0.0261296649018595
Male,MI,0.11610066079397198,183,111.8,33.3840962704171,58,0.12639025127653802
Male,NY,0.0908031518537939,176,95.8,30.927169421487605,65,0.14575
Male,OH,0.127584238747809,185,96.3,28.1373265157049,64,0.11825
Male,IL,0.10940474536577198,173,109.1,36.452938621404,32,0.0214742599151325
Male,KY,0.31809953496167603,171,67.8,23.1866215245717,63,0.12425
Male,CA,0.14425061809442902,174,70.7,23.351829832210303,21,0.01075
Male,SC,0.18735875854301198,174,71.4,23.583036068172802,68,0.185
Male,TX,0.10067129886231199,172,77.6,26.230394808004302,58,0.07575
Male,CA,0.14425061809442902,182,101.7,30.702813669846602,50,0.053
Male,SC,0.18735875854301198,174,87.0,28.735632183908,27,0.013999999999999999
Male,GA,0.137354303950987,186,86.6,25.0317955833044,54,0.054000000000000006
Male,OH,0.127584238747809,183,97.5,29.114037445131196,47,0.03425
Male,IL,0.10940474536577198,185,69.0,20.160701241782302,54,0.053
Male,FL,0.11034460159958599,166,59.6,21.6286834083321,81,0.53125
Male,WA,0.16292469777544902,170,101.4,35.0865051903114,55,0.135033088235294
Male,KS,0.17190842156551997,189,91.5,25.615184345343103,31,0.0155
Male,IN,0.127531359173892,183,94.4,28.1883603571322,61,0.115
Male,VA,0.141723188012751,176,101.8,32.864152892562,73,0.30345799974173604
Male,VA,0.141723188012751,171,71.9,24.588762354228702,26,0.01
Male,NY,0.0908031518537939,179,93.3,29.1189413563871,57,0.06775
Male,CA,0.14425061809442902,170,85.3,29.5155709342561,46,0.0355
Male,MA,0.10043367599691301,169,70.4,24.6489968838626,66,0.1425
Male,TX,0.10067129886231199,175,84.1,27.4612244897959,74,0.24275
Male,IN,0.127531359173892,176,95.9,30.959452479338797,56,0.076
Male,ME,0.161901019978188,163,71.1,26.7605103692273,70,0.2515
Male,OH,0.127584238747809,185,81.9,23.9298758217677,33,0.01275
Male,CA,0.14425061809442902,185,77.7,22.702702702702698,35,0.01575
Male,TX,0.10067129886231199,181,111.4,34.0038460364458,58,0.102306200589115
Male,TX,0.10067129886231199,178,75.9,23.9553086731473,62,0.1105
Male,KS,0.17190842156551997,182,75.5,22.7931409250091,79,0.5055
Male,WA,0.16292469777544902,182,99.0,29.887694722859603,22,0.01325
Male,VA,0.141723188012751,173,75.0,25.0593070266297,20,0.00925
Male,MD,0.117150570277547,175,97.3,31.7714285714286,76,0.3933353571428571
Male,FL,0.11034460159958599,164,66.5,24.724866151100503,66,0.14975
Male,WI,0.178147576862884,174,84.7,27.9759545514599,76,0.5125
Male,OR,0.189499316321254,172,93.3,31.537317468902103,21,0.0115
Male,NC,0.17974890035698604,184,88.4,26.1105860113422,23,0.015
Male,PA,0.12856015999466,176,111.0,35.834194214876,54,0.0889758199896694
Male,NJ,0.132262016886695,176,83.3,26.891787190082603,43,0.0246666666666667
Male,MA,0.10043367599691301,181,90.2,27.5327370959372,46,0.02625
Male,NC,0.17974890035698604,179,72.1,22.502418775943305,29,0.01475
Male,MA,0.10043367599691301,167,66.9,23.9879522392341,59,0.062
Male,AR,0.148165824485481,176,78.9,25.4713326446281,20,0.01425
Male,FL,0.11034460159958599,175,105.1,34.3183673469388,55,0.10622938775510199
Male,VA,0.141723188012751,178,98.7,31.151369776543397,37,0.01275
Male,IL,0.10940474536577198,167,94.1,33.7409014306716,84,0.779797668883789
Male,TN,0.11997276077779499,176,77.9,25.1485020661157,30,0.01525
Male,KS,0.17190842156551997,163,101.7,38.2776920471226,83,0.9990000000000001
Male,IL,0.10940474536577198,173,76.7,25.627317985900003,56,0.079
Male,MN,0.122278237053229,181,65.1,19.8711883031653,59,0.0985
Male,FL,0.11034460159958599,185,64.4,18.816654492330198,31,0.01425
Male,IL,0.10940474536577198,189,81.5,22.8157106463985,34,0.0125
Male,OK,0.17601909985402397,176,89.6,28.925619834710698,27,0.018000000000000002
Male,PA,0.12856015999466,168,82.8,29.336734693877602,40,0.0225
Male,TX,0.10067129886231199,186,60.2,17.400855590241598,28,0.01
Male,IA,0.125604724131446,166,80.3,29.1406590216287,20,0.0105
Male,PA,0.12856015999466,177,101.6,32.4300169172332,61,0.134018930144594
Male,GA,0.137354303950987,174,89.0,29.396221429515098,71,0.27399999999999997
Male,SC,0.18735875854301198,182,89.4,26.9894940224611,54,0.06925
Male,NC,0.17974890035698604,179,97.0,30.273711806747603,40,0.02875
Male,OH,0.127584238747809,167,89.5,32.0915056115314,41,0.0249975572806483
Male,IL,0.10940474536577198,169,92.7,32.456846749063395,79,0.430632899758412
Male,OK,0.17601909985402397,178,63.7,20.104784749400302,72,0.34299999999999997
Male,IL,0.10940474536577198,171,74.6,25.512123388393,44,0.02325
Male,OK,0.17601909985402397,182,103.2,31.1556575292839,26,0.018000000000000002
Male,UT,0.105887423735871,172,115.1,38.9061654948621,52,0.12046215859924302
Male,CA,0.14425061809442902,172,95.7,32.348566792861,68,0.184908311925365
Male,VA,0.141723188012751,169,68.6,24.0187668499002,35,0.01275
Male,MI,0.11610066079397198,181,81.3,24.8160923048747,44,0.02975
Male,MI,0.11610066079397198,171,55.5,18.9801990356007,20,0.01325
Male,IN,0.127531359173892,177,80.1,25.5673656995116,73,0.2585
Male,AZ,0.11417982272520599,172,113.2,38.263926446728,51,0.133799858031368
Male,NJ,0.132262016886695,170,107.1,37.0588235294118,38,0.0253235294117647
Male,FL,0.11034460159958599,163,74.1,27.8896458278445,75,0.34325
Male,CA,0.14425061809442902,172,112.9,38.1625202812331,42,0.044917100459708
Male,NC,0.17974890035698604,169,68.1,23.843702951577303,61,0.14225
Male,MA,0.10043367599691301,178,73.4,23.1662668854943,68,0.1425
Male,CA,0.14425061809442902,182,68.6,20.710059171597603,24,0.01075
Male,MI,0.11610066079397198,170,97.1,33.598615916955,74,0.43175800173010404
Male,OH,0.127584238747809,169,101.7,35.6079969188754,72,0.406551481915899
Male,MO,0.11438625835344801,189,73.5,20.5761316872428,39,0.02
Male,TX,0.10067129886231199,179,81.2,25.342529883586696,77,0.38225
Male,MO,0.11438625835344801,181,82.9,25.3044778852904,24,0.0135
Male,NC,0.17974890035698604,173,85.7,28.6344348290955,47,0.043
Male,NJ,0.132262016886695,163,63.1,23.7494824795815,78,0.37875
Male,FL,0.11034460159958599,189,88.8,24.859326446628,24,0.01125
Male,IN,0.127531359173892,187,64.1,18.330521318882397,35,0.01625
Male,MN,0.122278237053229,169,100.1,35.0477924442421,62,0.226452122212107
Male,MN,0.122278237053229,185,80.1,23.4039444850256,32,0.0155
Male,AK,0.257532854739898,167,76.9,27.5735953243214,74,0.32325
Male,CA,0.14425061809442902,190,77.8,21.551246537396104,31,0.012
Male,CT,0.129071275484612,174,83.6,27.612630466376,84,0.57175
Male,PA,0.12856015999466,184,83.5,24.6632797731569,24,0.01275
Male,SD,0.0675402040816326,189,92.3,25.839142241258603,44,0.046
Male,CA,0.14425061809442902,188,113.2,32.0280669986419,37,0.0166038082842915
Male,AZ,0.11417982272520599,169,69.3,24.2638563075523,23,0.01675
Male,AL,0.10476258908374,182,64.4,19.442096365173303,72,0.27825
Male,DE,0.0654670269028109,178,110.4,34.8440853427598,64,0.17079488069688198
Male,NJ,0.132262016886695,173,70.2,23.455511376925397,69,0.1485
Male,FL,0.11034460159958599,172,83.0,28.0557057869118,63,0.10825
Male,FL,0.11034460159958599,163,70.6,26.572321126124397,75,0.34325
Male,CA,0.14425061809442902,167,90.4,32.4142134891893,61,0.129285347717738
Male,WY,0.111853907517577,178,84.4,26.638050751167803,75,0.439
Male,FL,0.11034460159958599,190,89.2,24.7091412742382,21,0.01125
Male,MN,0.122278237053229,184,96.5,28.5030718336484,28,0.0155
Male,MD,0.117150570277547,172,68.1,23.019199567333697,54,0.0505
Male,TX,0.10067129886231199,184,93.3,27.5578922495274,26,0.01
Male,PA,0.12856015999466,176,86.0,27.763429752066102,82,0.628
Male,NC,0.17974890035698604,187,83.9,23.9926792301753,53,0.06525
Male,WI,0.178147576862884,185,85.9,25.0986121256392,24,0.01525
Male,AL,0.10476258908374,181,63.3,19.3217545251976,40,0.02675
Male,MD,0.117150570277547,180,77.2,23.8271604938272,45,0.03325
Male,CA,0.14425061809442902,184,85.5,25.2540170132325,70,0.2535
Male,MA,0.10043367599691301,178,87.7,27.6795859108698,37,0.0136666666666667
Male,CO,0.132889062545177,167,97.1,34.816594356197804,50,0.0681026233461221
Male,CA,0.14425061809442902,174,89.4,29.528339278636498,70,0.2535
Male,UT,0.105887423735871,179,96.3,30.0552417215443,65,0.17600000000000002
Male,MA,0.10043367599691301,180,74.2,22.901234567901202,81,0.55425
Male,VA,0.141723188012751,166,82.4,29.902743504137,59,0.0735
Male,CA,0.14425061809442902,181,92.5,28.2347913677849,68,0.16775
Male,MA,0.10043367599691301,182,89.0,26.868735659944402,24,0.00966666666666667
Male,OH,0.127584238747809,174,95.0,31.3779891663364,28,0.0136666666666667
Male,IL,0.10940474536577198,182,70.0,21.1327134404057,48,0.03475
Male,CA,0.14425061809442902,171,87.0,29.752744434184898,80,0.61
Male,TX,0.10067129886231199,179,71.9,22.439998751599497,42,0.0205
Male,CA,0.14425061809442902,179,79.5,24.8119596766643,84,0.61
Male,TX,0.10067129886231199,169,100.7,35.2578691222296,64,0.17002418070095598
Male,OH,0.127584238747809,169,73.8,25.839431392458202,79,0.4085
Male,TX,0.10067129886231199,178,95.4,30.1098346168413,58,0.07575
Male,PA,0.12856015999466,177,92.5,29.525359890197603,44,0.0225
Male,WA,0.16292469777544902,174,62.4,20.6103844629409,73,0.29375
Male,AZ,0.11417982272520599,175,81.5,26.612244897959197,42,0.0355
Male,AR,0.148165824485481,184,79.2,23.3931947069943,55,0.10225
Male,WI,0.178147576862884,163,99.9,37.6002107719523,79,0.968641203093831
Male,MA,0.10043367599691301,171,87.9,30.060531445573,48,0.02625
Male,KY,0.31809953496167603,183,115.2,34.3993550120935,54,0.0838892434829347
Male,TX,0.10067129886231199,176,83.6,26.9886363636364,61,0.1105
Male,CA,0.14425061809442902,178,57.9,18.2742078020452,21,0.01075
Male,MI,0.11610066079397198,173,66.5,22.2192522302783,49,0.045
Male,WI,0.178147576862884,186,97.5,28.182448838016,49,0.04725
Male,NC,0.17974890035698604,184,103.7,30.629725897920604,22,0.015
Male,NJ,0.132262016886695,166,111.2,40.3541878356801,57,0.15258224161707098
Male,NH,0.123373760974932,175,106.3,34.7102040816327,42,0.0242755102040817
Male,TX,0.10067129886231199,176,68.5,22.1138946280992,81,0.59425
Male,WA,0.16292469777544902,174,68.0,22.460034350640804,45,0.03975
Male,IL,0.10940474536577198,178,74.7,23.5765686150739,32,0.0125
Male,KY,0.31809953496167603,181,80.1,24.449803119562898,79,0.539
Male,CA,0.14425061809442902,169,80.8,28.2903259689787,20,0.01075
Male,CA,0.14425061809442902,172,62.0,20.9572742022715,29,0.01075
Male,VA,0.141723188012751,181,94.8,28.9368456396325,39,0.01275
Male,OK,0.17601909985402397,172,97.2,32.8555976203353,75,0.615093293672256
Male,NC,0.17974890035698604,177,110.9,35.3985125602477,51,0.101775441683424
Male,MA,0.10043367599691301,180,108.5,33.4876543209877,33,0.014429012345678999
Male,OR,0.189499316321254,188,100.3,28.3782254413762,32,0.01375
Male,AL,0.10476258908374,168,67.1,23.774092970521497,36,0.01925
Male,MT,0.254407829220599,187,109.8,31.3992393262604,47,0.06
Male,VA,0.141723188012751,181,77.8,23.7477488477153,45,0.0295
Male,GA,0.137354303950987,169,91.6,32.0717061727531,54,0.0572808199992997
Male,MO,0.11438625835344801,172,111.7,37.756895619253704,48,0.07941167522985401
Male,WI,0.178147576862884,182,92.1,27.804612969448105,72,0.3315
Male,LA,0.139323916055719,174,114.6,37.851763773285796,40,0.060242642687277005
Male,MI,0.11610066079397198,168,108.9,38.5841836734694,46,0.0916932397959184
Male,AR,0.148165824485481,179,79.9,24.936799725351896,61,0.1445
Male,MI,0.11610066079397198,174,72.5,23.9463601532567,36,0.022000000000000002
Male,NC,0.17974890035698604,171,113.2,38.7127663212612,50,0.13421370036934402
Male,NJ,0.132262016886695,179,71.4,22.283948690739997,60,0.10025
Male,WA,0.16292469777544902,183,85.8,25.620352951715496,37,0.0185
Male,PA,0.12856015999466,174,83.9,27.7117188532171,69,0.1705
Male,CA,0.14425061809442902,169,101.6,35.572984139210796,80,0.96742804873779
Male,UT,0.105887423735871,172,83.9,28.359924283396396,74,0.26125
Male,IN,0.127531359173892,181,84.2,25.701291169378198,23,0.0146666666666667
Male,OK,0.17601909985402397,168,77.7,27.529761904761894,46,0.05225
Male,FL,0.11034460159958599,178,104.1,32.855700037873994,62,0.127556929364979
Male,AR,0.148165824485481,171,100.7,34.4379467186485,25,0.023358918128655
Male,NY,0.0908031518537939,172,68.1,23.019199567333697,39,0.013000000000000001
Male,UT,0.105887423735871,185,76.4,22.322863403944503,43,0.028999999999999998
Male,KY,0.31809953496167603,165,88.4,32.4701561065197,78,0.6039621212121209
Male,FL,0.11034460159958599,180,101.0,31.1728395061728,25,0.01175
Male,FL,0.11034460159958599,171,74.5,25.477924831572103,28,0.01175
Male,MI,0.11610066079397198,188,70.1,19.833635129017697,33,0.01625
Male,MD,0.117150570277547,173,78.7,26.2955661732768,38,0.01575
Male,FL,0.11034460159958599,178,80.8,25.5018305769474,60,0.10825
Male,AL,0.10476258908374,182,95.0,28.6801110976935,33,0.01575
Male,IL,0.10940474536577198,188,93.7,26.5108646446356,39,0.01525
Male,OR,0.189499316321254,176,114.1,36.8349690082645,51,0.10207660769628098
Male,IA,0.125604724131446,181,91.9,28.051646775128997,30,0.011000000000000001
Male,UT,0.105887423735871,187,81.7,23.363550573365,52,0.05775
Male,WI,0.178147576862884,181,76.7,23.4119837611795,39,0.022000000000000002
Male,CA,0.14425061809442902,180,79.1,24.4135802469136,78,0.39299999999999996
Male,IL,0.10940474536577198,185,74.0,21.6216216216216,52,0.053
Male,ND,0.2565,168,69.8,24.730725623582803,45,0.0765
Male,MI,0.11610066079397198,174,86.3,28.5044259479456,56,0.1005
Male,CA,0.14425061809442902,167,65.0,23.3066800530675,74,0.2535
Male,TX,0.10067129886231199,164,81.9,30.4506246281975,83,0.59425
Male,AL,0.10476258908374,190,101.5,28.1163434903047,21,0.0135
Male,CA,0.14425061809442902,178,65.0,20.515086478979896,51,0.053
Male,CA,0.14425061809442902,186,70.0,20.2335530119089,26,0.01075
Male,WI,0.178147576862884,181,85.7,26.159152651018,62,0.154
Male,CO,0.132889062545177,188,104.0,29.425079221367103,53,0.04625
Male,PA,0.12856015999466,187,72.3,20.6754554033573,31,0.0135
Male,OR,0.189499316321254,174,59.2,19.5534416699696,82,0.748
Male,AL,0.10476258908374,169,103.7,36.3082525121669,66,0.317620542435489
Male,CA,0.14425061809442902,175,74.0,24.163265306122398,64,0.11625
Male,NM,0.20520744735089202,178,90.7,28.6264360560535,37,0.027999999999999997
Male,CA,0.14425061809442902,164,66.5,24.724866151100503,82,0.61
Male,MA,0.10043367599691301,172,68.7,23.222011898323398,71,0.2265
Male,OR,0.189499316321254,174,85.4,28.2071607874224,80,0.748
Male,NY,0.0908031518537939,167,72.8,26.1034816594356,50,0.046
Male,WI,0.178147576862884,182,99.9,30.1594010385219,23,0.01525
Male,CA,0.14425061809442902,179,78.5,24.499859554945196,84,0.61
Male,NY,0.0908031518537939,168,82.5,29.2304421768708,77,0.34575
Male,TN,0.11997276077779499,176,75.7,24.4382747933884,35,0.019
Male,GA,0.137354303950987,183,93.1,27.8001731911971,80,0.65
Male,TX,0.10067129886231199,176,101.8,32.864152892562,76,0.45091086647727296
Male,WY,0.111853907517577,173,94.2,31.474489625446896,32,0.043
Male,IN,0.127531359173892,175,82.5,26.9387755102041,18,0.00833333333333333
Male,PA,0.12856015999466,179,91.0,28.401111076433303,55,0.0815
Male,PA,0.12856015999466,173,80.1,26.7633399044405,66,0.1705
Male,TN,0.11997276077779499,178,90.2,28.468627698522898,44,0.02725
Male,CA,0.14425061809442902,168,71.0,25.155895691610002,83,0.61
Male,IL,0.10940474536577198,183,99.2,29.6216668159694,56,0.079
Male,FL,0.11034460159958599,167,86.5,31.0158126860052,70,0.2275
Male,KY,0.31809953496167603,177,83.1,26.5249449391937,48,0.03625
Male,CA,0.14425061809442902,181,88.2,26.9222551204176,33,0.012
Male,TX,0.10067129886231199,188,64.4,18.2209144409235,36,0.01475
Male,MI,0.11610066079397198,172,83.0,28.0557057869118,47,0.045
Male,NY,0.0908031518537939,188,70.5,19.946808510638302,33,0.01
Male,MD,0.117150570277547,175,93.2,30.4326530612245,53,0.0505
Male,KS,0.17190842156551997,169,100.2,35.082805223906696,57,0.15237639394629002
Male,NC,0.17974890035698604,178,85.1,26.858982451710602,23,0.015
Male,WI,0.178147576862884,190,68.4,18.9473684210526,32,0.01575
Male,PA,0.12856015999466,186,80.9,23.384206266620396,34,0.0135
Male,IA,0.125604724131446,176,79.4,25.6327479338843,43,0.02275
Male,CA,0.14425061809442902,169,104.0,36.4132908511607,63,0.199019259217114
Male,TN,0.11997276077779499,169,85.4,29.9009138335493,66,0.19075
Male,MN,0.122278237053229,180,100.9,31.141975308642,40,0.02925
Male,NC,0.17974890035698604,167,83.7,30.0118326221808,81,0.75925
Male,CA,0.14425061809442902,167,108.6,38.9400839040482,40,0.0475705363225644
Male,PA,0.12856015999466,184,68.6,20.2622873345936,49,0.0345
Male,NC,0.17974890035698604,184,102.9,30.3934310018904,72,0.31425
Male,CA,0.14425061809442902,175,85.3,27.8530612244898,43,0.02275
Male,WA,0.16292469777544902,169,109.6,38.374006512377,56,0.17904451218444697
Male,MA,0.10043367599691301,188,101.2,28.6328655500226,29,0.0103333333333333
Male,WA,0.16292469777544902,184,59.4,17.5448960302457,80,0.7325
Male,IL,0.10940474536577198,183,59.5,17.7670279793365,78,0.385
Male,MA,0.10043367599691301,171,102.4,35.0193221846038,73,0.340406471221915
Male,PA,0.12856015999466,171,72.6,24.828152251975002,62,0.12025
Male,TX,0.10067129886231199,164,74.3,27.624925639500297,18,0.00575
Male,CA,0.14425061809442902,174,102.9,33.9873166864843,30,0.0161771700356718
Male,CA,0.14425061809442902,188,97.3,27.529425079221397,46,0.0355
Male,PA,0.12856015999466,172,72.0,24.3374797187669,64,0.12025
Male,IN,0.127531359173892,173,93.7,31.3074275786027,66,0.16825
Male,NE,0.220026074907659,175,83.7,27.330612244898,31,0.01375
Male,CT,0.129071275484612,181,87.1,26.5864900338817,41,0.01925
Male,GA,0.137354303950987,173,61.2,20.4483945337298,77,0.4305
Male,WI,0.178147576862884,186,89.0,25.725517400855605,28,0.0145
Male,MN,0.122278237053229,175,80.2,26.1877551020408,26,0.0155
Male,MA,0.10043367599691301,164,78.0,29.000594883997604,72,0.2265
Male,NY,0.0908031518537939,171,88.9,30.402517013782,35,0.013000000000000001
Male,OH,0.127584238747809,169,101.6,35.572984139210796,52,0.084055223906726
Male,NC,0.17974890035698604,168,74.0,26.218820861678,75,0.49975
Male,MA,0.10043367599691301,173,67.7,22.620201142704396,34,0.0113333333333333
Male,WA,0.16292469777544902,186,106.2,30.697190426638898,34,0.01425
